basvuru_id,kombinasyon_kodu,meslek,konaklama,ulasim,bolge,cocuklu,basvurucu_profil,zorunlu_evrak_sayisi,mevcut_evrak_sayisi,eksik_evrak_sayisi,doc_completeness_score,eksik_evraklar,tam_mi,DOC_ARAC_RUHSATI,DOC_ARAC_SIGORTASI,DOC_BASVURU_FORMU,DOC_BIYOMETRIK_FOTOGRAF,DOC_CALISMA_EVRAKLARI,DOC_CALISMA_IZIN_BELGESI,DOC_CALISMA_IZIN_BELGESI_ISVEREN,DOC_CALISMA_IZIN_BELGESI_MEMUR,DOC_CIFTCILIK_BELGESI,DOC_COCUK_BASVURU_FORMU,DOC_DAVET_MEKTUBU,DOC_DOGUM_BELGESI,DOC_EHLIYET,DOC_EMEKLILIK_BELGESI,DOC_EV_SAHIBI_KIMLIK,DOC_FAALIYET_BELGESI,DOC_GEMI_BELGESI,DOC_IMZA_SIRKULERI_CALISAN,DOC_IMZA_SIRKULERI_ISVEREN,DOC_KIMLIK_FOTOKOPI,DOC_MADDI_DESTEKCI_CALISMAYANLAR,DOC_MADDI_DESTEKCI_COCUK,DOC_MADDI_DESTEKCI_OGRENCI,DOC_MADDI_GELIR_CALISAN,DOC_MADDI_GELIR_CALISMAYANLAR,DOC_MADDI_GELIR_CIFTCI,DOC_MADDI_GELIR_EMEKLI,DOC_MADDI_GELIR_ISVEREN,DOC_MADDI_GELIR_MEMUR,DOC_MADDI_GELIR_OGRENCI,DOC_MADDI_GELIR_SERBEST,DOC_MUVAFAKATNAME,DOC_MUVAFAKATNAME_COCUK,DOC_OGRENCI_BELGESI,DOC_OTEL_REZERVASYONU,DOC_OTOBUS_BILETI,DOC_PASAPORT,DOC_SEYAHAT_BILDIRGE,DOC_SEYAHAT_SAGLIK_SIGORTASI,DOC_TARIHCELI_YERLESIM_YERI,DOC_TEMINAT,DOC_TICARET_SICIL_GAZETESI,DOC_TICARI_ODA_KAYDI,DOC_TREN_BILETI,DOC_UCUS_REZERVASYONU,DOC_VERGI_LEVHASI_ISVEREN,DOC_VERGI_LEVHASI_SERBEST,DOC_VIZE_HARCI,DOC_VUKUATLI_NUFUS
12ce8fd4,IT_TUR_CALISAN_UCAK_OTEL_ANKARA_COCUKLU,calisan,otel,ucak,ankara,1,dikkatli,19,19,0,1.0,,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1
9de8937e,IT_TUR_CALISAN_UCAK_OTEL_ANKARA_COCUKLU,calisan,otel,ucak,ankara,1,dikkatli,19,18,1,0.9474,DOC_COCUK_BASVURU_FORMU,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1
fbb34b61,IT_TUR_CALISAN_UCAK_OTEL_ANKARA_COCUKLU,calisan,otel,ucak,ankara,1,dikkatli,19,19,0,1.0,,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1
dc503c71,IT_TUR_CALISAN_UCAK_OTEL_ANKARA_COCUKLU,calisan,otel,ucak,ankara,1,orta,19,18,1,0.9474,DOC_CALISMA_EVRAKLARI,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1
216b80e2,IT_TUR_CALISAN_UCAK_OTEL_ANKARA_COCUKLU,calisan,otel,ucak,ankara,1,orta,19,17,2,0.8947,DOC_CALISMA_IZIN_BELGESI|DOC_TARIHCELI_YERLESIM_YERI,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1
a7ebe0bc,IT_TUR_CALISAN_UCAK_OTEL_ISTANBUL_COCUKSUZ,calisan,otel,ucak,istanbul,0,dikkatsiz,16,13,3,0.8125,DOC_CALISMA_EVRAKLARI|DOC_KIMLIK_FOTOKOPI|DOC_VUKUATLI_NUFUS,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0
682a8fff,IT_TUR_CALISAN_UCAK_OTEL_ISTANBUL_COCUKSUZ,calisan,otel,ucak,istanbul,0,dikkatli,16,16,0,1.0,,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1
15809947,IT_TUR_CALISAN_UCAK_OTEL_ISTANBUL_COCUKSUZ,calisan,otel,ucak,istanbul,0,cok_dikkatsiz,16,12,4,0.75,DOC_BIYOMETRIK_FOTOGRAF|DOC_OTEL_REZERVASYONU|DOC_TEMINAT|DOC_VUKUATLI_NUFUS,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0
10f3903b,IT_TUR_CALISAN_UCAK_OTEL_ISTANBUL_COCUKSUZ,calisan,otel,ucak,istanbul,0,dikkatli,16,16,0,1.0,,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1
264d3f6c,IT_TUR_CALISAN_UCAK_OTEL_ISTANBUL_COCUKSUZ,calisan,otel,ucak,istanbul,0,cok_dikkatsiz,16,13,3,0.8125,DOC_MADDI_GELIR_CALISAN|DOC_TEMINAT|DOC_VUKUATLI_NUFUS,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0
2ff7254b,IT_TUR_CALISAN_UCAK_OTEL_ISTANBUL_COCUKSUZ,calisan,otel,ucak,istanbul,0,cok_dikkatsiz,16,11,5,0.6875,DOC_BIYOMETRIK_FOTOGRAF|DOC_OTEL_REZERVASYONU|DOC_SEYAHAT_BILDIRGE|DOC_TARIHCELI_YERLESIM_YERI|DOC_TEMINAT,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1
180db2b9,IT_TUR_CALISAN_UCAK_OTEL_ISTANBUL_COCUKSUZ,calisan,otel,ucak,istanbul,0,dikkatli,16,16,0,1.0,,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1
51b7d19e,IT_TUR_CALISAN_UCAK_OTEL_ISTANBUL_COCUKSUZ,calisan,otel,ucak,istanbul,0,orta,16,15,1,0.9375,DOC_SEYAHAT_BILDIRGE,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1
1925380f,IT_TUR_CALISAN_UCAK_OTEL_ISTANBUL_COCUKSUZ,calisan,otel,ucak,istanbul,0,dikkatli,16,15,1,0.9375,DOC_CALISMA_IZIN_BELGESI,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1
47431afe,IT_TUR_CALISAN_UCAK_OTEL_ISTANBUL_COCUKSUZ,calisan,otel,ucak,istanbul,0,dikkatli,16,16,0,1.0,,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1
68fc3567,IT_TUR_CALISAN_UCAK_OTEL_ISTANBUL_COCUKSUZ,calisan,otel,ucak,istanbul,0,dikkatsiz,16,15,1,0.9375,DOC_MADDI_GELIR_CALISAN,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1
04d8134d,IT_TUR_CALISAN_UCAK_OTEL_ISTANBUL_COCUKSUZ,calisan,otel,ucak,istanbul,0,dikkatli,16,16,0,1.0,,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1
614575b8,IT_TUR_CALISAN_UCAK_OTEL_ISTANBUL_COCUKSUZ,calisan,otel,ucak,istanbul,0,dikkatli,16,14,2,0.875,DOC_IMZA_SIRKULERI_CALISAN|DOC_UCUS_REZERVASYONU,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1
41daec3c,IT_TUR_CALISAN_UCAK_OTEL_ISTANBUL_COCUKSUZ,calisan,otel,ucak,istanbul,0,orta,16,13,3,0.8125,DOC_BASVURU_FORMU|DOC_SEYAHAT_SAGLIK_SIGORTASI|DOC_TEMINAT,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1
bd46c479,IT_TUR_CALISAN_UCAK_OTEL_ISTANBUL_COCUKSUZ,calisan,otel,ucak,istanbul,0,orta,16,15,1,0.9375,DOC_SEYAHAT_BILDIRGE,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1
b325d33c,IT_TUR_CALISAN_UCAK_OTEL_ISTANBUL_COCUKLU,calisan,otel,ucak,istanbul,1,orta,19,18,1,0.9474,DOC_MADDI_GELIR_CALISAN,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1
611580fa,IT_TUR_CALISAN_UCAK_OTEL_ISTANBUL_COCUKLU,calisan,otel,ucak,istanbul,1,dikkatli,19,19,0,1.0,,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1
7d664d61,IT_TUR_CALISAN_UCAK_OTEL_ISTANBUL_COCUKLU,calisan,otel,ucak,istanbul,1,dikkatli,19,19,0,1.0,,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1
389ad698,IT_TUR_CALISAN_UCAK_OTEL_ISTANBUL_COCUKLU,calisan,otel,ucak,istanbul,1,dikkatsiz,19,16,3,0.8421,DOC_COCUK_BASVURU_FORMU|DOC_MUVAFAKATNAME|DOC_SEYAHAT_SAGLIK_SIGORTASI,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1
9c2de7df,IT_TUR_CALISAN_UCAK_OTEL_ISTANBUL_COCUKLU,calisan,otel,ucak,istanbul,1,dikkatsiz,19,16,3,0.8421,DOC_CALISMA_EVRAKLARI|DOC_CALISMA_IZIN_BELGESI|DOC_DOGUM_BELGESI,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1
9b4a83d1,IT_TUR_CALISAN_UCAK_OTEL_ISTANBUL_COCUKLU,calisan,otel,ucak,istanbul,1,dikkatli,19,18,1,0.9474,DOC_TEMINAT,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1
5f0f067d,IT_TUR_CALISAN_UCAK_OTEL_ISTANBUL_COCUKLU,calisan,otel,ucak,istanbul,1,dikkatli,19,17,2,0.8947,DOC_TEMINAT|DOC_VUKUATLI_NUFUS,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0
6e7aa629,IT_TUR_CALISAN_UCAK_OTEL_ISTANBUL_COCUKLU,calisan,otel,ucak,istanbul,1,dikkatli,19,17,2,0.8947,DOC_TARIHCELI_YERLESIM_YERI|DOC_TEMINAT,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1
37eb6e91,IT_TUR_CALISAN_UCAK_OTEL_ISTANBUL_COCUKLU,calisan,otel,ucak,istanbul,1,dikkatsiz,19,15,4,0.7895,DOC_COCUK_BASVURU_FORMU|DOC_DOGUM_BELGESI|DOC_MADDI_GELIR_CALISAN|DOC_TEMINAT,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1
536ed181,IT_TUR_CALISAN_UCAK_OTEL_ISTANBUL_COCUKLU,calisan,otel,ucak,istanbul,1,orta,19,18,1,0.9474,DOC_VUKUATLI_NUFUS,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0
b4775a5f,IT_TUR_CALISAN_UCAK_OTEL_ISTANBUL_COCUKLU,calisan,otel,ucak,istanbul,1,dikkatli,19,17,2,0.8947,DOC_CALISMA_IZIN_BELGESI|DOC_VUKUATLI_NUFUS,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0
833b93be,IT_TUR_CALISAN_UCAK_OTEL_ISTANBUL_COCUKLU,calisan,otel,ucak,istanbul,1,dikkatli,19,18,1,0.9474,DOC_MADDI_GELIR_CALISAN,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1
